supplier_name,model,name,description,category,sub_category,btu,image_url,price_no_vat,tipe_item,id,created_date,updated_date,created_by_id,created_by,is_sample
"הייסנס","חנוכיית נחושת 4 יצאות עד 154K BTU","הייסנס - חנוכיית נחושת 4 יצאות עד 154K BTU","","אביזרי צנרת","","","","429","","68da4f7942eb394eefb9c1e7","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת ליחידת מאייד  פנימית 242","הייסנס - מפצל נחושת ליחידת מאייד  פנימית 242","","אביזרי צנרת","","","","539","","68da4f7942eb394eefb9c1ec","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת 202 למערכת שיחזור חום HR","הייסנס - מפצל נחושת 202 למערכת שיחזור חום HR","","אביזרי צנרת","","","","927","","68da4f7942eb394eefb9c1fa","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת 682 למערכת שיחזור חום HR","הייסנס - מפצל נחושת 682 למערכת שיחזור חום HR","","אביזרי צנרת","","","","3972","","68da4f7942eb394eefb9c1fe","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פילטר אוויר עבור מאייד נסתר  AVD-27-38","הייסנס - פילטר אוויר עבור מאייד נסתר  AVD-27-38","","אביזרים ומוצרים אופציונאלים","פילטרים","","","249","","68da4f7942eb394eefb9c214","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מתאם יחידת הקצאת חיוב חשמלי (הי דום ) ללא יחידת טעינה","הייסנס - מתאם יחידת הקצאת חיוב חשמלי (הי דום ) ללא יחידת טעינה","","אביזרי בקרה","","","","16258","","68da4f7942eb394eefb9c1e4","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת ליחידת מאייד או מעבה 22","הייסנס - מפצל נחושת ליחידת מאייד או מעבה 22","","אביזרי צנרת","","","","615","","68da4f7942eb394eefb9c1f0","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת 282 למערכת שיחזור חום HR","הייסנס - מפצל נחושת 282 למערכת שיחזור חום HR","","אביזרי צנרת","","","","640","","68da4f7942eb394eefb9c1f5","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת 562 למערכת שיחזור חום HR","הייסנס - מפצל נחושת 562 למערכת שיחזור חום HR","","אביזרי צנרת","","","","927","","68da4f7942eb394eefb9c1f7","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","קופסת מיתוג בודדת למערכת שיחזור חום עד 16KW","הייסנס - קופסת מיתוג בודדת למערכת שיחזור חום עד 16KW","","קופסאות שסתומים","","","","2931","","68da4f7942eb394eefb9c201","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פילטר אוויר עבור מאייד נסתר  AVD-17-24","הייסנס - פילטר אוויר עבור מאייד נסתר  AVD-17-24","","אביזרים ומוצרים אופציונאלים","פילטרים","","","329","","68da4f7942eb394eefb9c213","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מקלט IR ליחידת מאייד מסוג קסטה 4 כיוונים","הייסנס - מקלט IR ליחידת מאייד מסוג קסטה 4 כיוונים","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","229","","68da4f7942eb394eefb9c21d","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת ליחידת מאייד או מעבה 682","הייסנס - מפצל נחושת ליחידת מאייד או מעבה 682","","אביזרי צנרת","","","","1621","","68da4f7942eb394eefb9c1f3","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת 212 למערכת שיחזור חום HR","הייסנס - מפצל נחושת 212 למערכת שיחזור חום HR","","אביזרי צנרת","","","","1092","","68da4f7942eb394eefb9c1fb","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","קופסת מיתוג ל 12 יציאות למערכת שיחזור חום 85KW","הייסנס - קופסת מיתוג ל 12 יציאות למערכת שיחזור חום 85KW","","קופסאות שסתומים","","","","25399","","68da4f7942eb394eefb9c205","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פנל זרימת אוויר תלת מימדי 1.8 -1.5 כ""ס מאייד צר","הייסנס - פנל זרימת אוויר תלת מימדי 1.8 -1.5 כ""ס מאייד צר","","אביזרים ומוצרים אופציונאלים","פאנלים","","","750","","68da4f7942eb394eefb9c208","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת ליחידת מאייד פנימית 462","הייסנס - מפצל נחושת ליחידת מאייד פנימית 462","","אביזרי צנרת","","","","1621","","68da4f7942eb394eefb9c1ee","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת ליחידת מאייד  פנימית 682","הייסנס - מפצל נחושת ליחידת מאייד  פנימית 682","","אביזרי צנרת","","","","2377","","68da4f7942eb394eefb9c1ef","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פילטר אוויר עבור מאייד נסתר  AVD-76","הייסנס - פילטר אוויר עבור מאייד נסתר  AVD-76","","אביזרים ומוצרים אופציונאלים","פילטרים","","","499","","68da4f7942eb394eefb9c210","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פילטר אוויר עבור מאייד נסתר  AVD-XX","הייסנס - פילטר אוויר עבור מאייד נסתר  AVD-XX","","אביזרים ומוצרים אופציונאלים","פילטרים","","","329","","68da4f7942eb394eefb9c216","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","קופסת מיתוג בודדת למערכת שיחזור חום עד 28KW","הייסנס - קופסת מיתוג בודדת למערכת שיחזור חום עד 28KW","","קופסאות שסתומים","","","","3153","","68da4f7942eb394eefb9c202","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","קופסת מיתוג ל 4 יציאות למערכת שיחזור חום 44.8KW","הייסנס - קופסת מיתוג ל 4 יציאות למערכת שיחזור חום 44.8KW","","קופסאות שסתומים","","","","9141","","68da4f7942eb394eefb9c203","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פנל מיועד לקסטה 2 כיוונים עבור דגמים  38K-48K-54K","הייסנס - פנל מיועד לקסטה 2 כיוונים עבור דגמים  38K-48K-54K","","אביזרים ומוצרים אופציונאלים","פאנלים","","","3787","","68da4f7942eb394eefb9c20f","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","קופסת מיתוג ל 16 יציאות למערכת שיחזור חום 85KW","הייסנס - קופסת מיתוג ל 16 יציאות למערכת שיחזור חום 85KW","","קופסאות שסתומים","","","","32795","","68da4f7942eb394eefb9c206","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פנל מיועד לקסטה כיוון אחד עבור דגמים  07K-14K","הייסנס - פנל מיועד לקסטה כיוון אחד עבור דגמים  07K-14K","","אביזרים ומוצרים אופציונאלים","פאנלים","","","592","","68da4f7942eb394eefb9c20b","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פנל מיועד לקסטה 4 כיוונים (840x840)","הייסנס - פנל מיועד לקסטה 4 כיוונים (840x840)","","אביזרים ומוצרים אופציונאלים","פאנלים","","","633","","68da4f7942eb394eefb9c20d","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","יחידת מתאם מערכת ניהול חשבונות","הייסנס - יחידת מתאם מערכת ניהול חשבונות","","אביזרי בקרה","","","","2960","","68da4f7942eb394eefb9c1e2","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","ממיר מתאם BACnet עד 64 מאיידים","הייסנס - ממיר מתאם BACnet עד 64 מאיידים","","אביזרי בקרה","","","","27720","","68da4f7942eb394eefb9c1e6","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפצל נחושת ליחידת מאייד או מעבה 32","הייסנס - מפצל נחושת ליחידת מאייד או מעבה 32","","אביזרי צנרת","","","","864","","68da4f7942eb394eefb9c1f1","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פנל מיועד לקסטה כיוון אחד עבור דגמים  18K-24K","הייסנס - פנל מיועד לקסטה כיוון אחד עבור דגמים  18K-24K","","אביזרים ומוצרים אופציונאלים","פאנלים","","","704","","68da4f7942eb394eefb9c20c","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","ציפוי אנטי קורזיבי","הייסנס - ציפוי אנטי קורזיבי","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","3000","","68da4f7942eb394eefb9c227","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","משאבת חום מונובלוק 4KW חד פאזית","הייסנס - משאבת חום מונובלוק 4KW חד פאזית","","יחידות חימום מים","משאבות חום","","","21476","","68da4f7942eb394eefb9c22a","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפוח – יניקה  (חישוב לפי יחידה)","הייסנס - מפוח – יניקה  (חישוב לפי יחידה)","","חומרים ואביזרי מיזוג פנימי לארגמן","מפוחים","","","1","","68da4f7942eb394eefb9c244","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי - ELVIHWM9D-25","אלקטרה - מאיידים עילי - ELVIHWM9D-25","","יחידות פנים","מאיידים עיליים דור 2","9600","","2170","מאייד","68da4f7942eb394eefb9c24c","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","משאבת חום מונובלוק 8KW - חד פאזית","הייסנס - משאבת חום מונובלוק 8KW - חד פאזית","","יחידות חימום מים","משאבות חום","","","22558","","68da4f7942eb394eefb9c22b","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי תומך HYPER-LINK - E-HWM-63","אלקטרה - מאיידים עילי תומך HYPER-LINK - E-HWM-63","","יחידות פנים","מאיידים עיליים דור 3","24225","","3270","מאייד","68da4f7942eb394eefb9c24a","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","משאבת מים עבור מאייד נסתר 3.0-6.0 כ""ס","הייסנס - משאבת מים עבור מאייד נסתר 3.0-6.0 כ""ס","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","259","","68da4f7942eb394eefb9c221","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מקלט אלחוטי לקסטה מיני","הייסנס - מקלט אלחוטי לקסטה מיני","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","255","","68da4f7942eb394eefb9c224","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","משאבת חום מונובלוק 12KW - תלת פאזית","הייסנס - משאבת חום מונובלוק 12KW - תלת פאזית","","יחידות חימום מים","משאבות חום","","","27892","","68da4f7942eb394eefb9c22c","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","רגש טמפרטורה קירי למשאבת חום","הייסנס - רגש טמפרטורה קירי למשאבת חום","","יחידות חימום מים","משאבות חום","","","349","","68da4f7942eb394eefb9c230","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צנרת נחושת VRP קו משני (חישוב לפי מטר)","הייסנס - צנרת נחושת VRP קו משני (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","צנרות","","","90","","68da4f7942eb394eefb9c23c","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","יחידת Hidro לטיפול במים עד 55 מעלות צלזיוס - 8KW","הייסנס - יחידת Hidro לטיפול במים עד 55 מעלות צלזיוס - 8KW","","יחידות חימום מים","Hidro Kit","27000","","23007","","68da4f7942eb394eefb9c228","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","גריל דקור (חישוב לפי יחידה)","הייסנס - גריל דקור (חישוב לפי יחידה)","","חומרים ואביזרי מיזוג פנימי לארגמן","גרילים ומתאמים","","","1","","68da4f7942eb394eefb9c238","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","חיישן תנועה לקסטה Mini","הייסנס - חיישן תנועה לקסטה Mini","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","569","","68da4f7942eb394eefb9c223","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","רגש טמפרטורה אוניברסאלי למשאבת חום","הייסנס - רגש טמפרטורה אוניברסאלי למשאבת חום","","יחידות חימום מים","משאבות חום","","","279","","68da4f7942eb394eefb9c22e","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מתאם פח / פלסטיק (חישוב לפי יחידה)","הייסנס - מתאם פח / פלסטיק (חישוב לפי יחידה)","","חומרים ואביזרי מיזוג פנימי לארגמן","גרילים ומתאמים","","","100","","68da4f7942eb394eefb9c239","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צנרת נחושת רגיל  (חישוב לפי מטר)","הייסנס - צנרת נחושת רגיל  (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","צנרות","","","80","","68da4f7942eb394eefb9c23f","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צ'ילר מודולארי לקרור וחימום, מקורר אוויר מדחס Inverter 130Kv","הייסנס - צ'ילר מודולארי לקרור וחימום, מקורר אוויר מדחס Inverter 130Kv","","יחידות חימום מים","Chillers","","","176008","","68da4f7942eb394eefb9c233","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","בקר קווי ליחידות צ'ילר מקור אוויר מדולארי","הייסנס - בקר קווי ליחידות צ'ילר מקור אוויר מדולארי","","יחידות חימום מים","Chillers","","","1269","","68da4f7942eb394eefb9c234","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","גריל הזמנה מיוחדת (חישוב לפי יחידה)","הייסנס - גריל הזמנה מיוחדת (חישוב לפי יחידה)","","חומרים ואביזרי מיזוג פנימי לארגמן","גרילים ומתאמים","","","300","","68da4f7942eb394eefb9c236","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","משאבת מים חיצונית עבור 0.8 עד 10 כ""ס","הייסנס - משאבת מים חיצונית עבור 0.8 עד 10 כ""ס","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","329","","68da4f7942eb394eefb9c222","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","יחידת Hidro לטיפול במים עד 55 מעלות צלזיוס - 16KW","הייסנס - יחידת Hidro לטיפול במים עד 55 מעלות צלזיוס - 16KW","","יחידות חימום מים","Hidro Kit","54000","","24033","","68da4f7942eb394eefb9c229","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","משאבת חום מונובלוק 16KW - תלת פאזית","הייסנס - משאבת חום מונובלוק 16KW - תלת פאזית","","יחידות חימום מים","משאבות חום","","","29883","","68da4f7942eb394eefb9c22d","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","גריל אלומיניום/פח – מדף (חישוב לפי מטר)","הייסנס - גריל אלומיניום/פח – מדף (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","גרילים ומתאמים","","","150","","68da4f7942eb394eefb9c235","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","שרשור לבית פרטי (חישוב לפי חבילה)","הייסנס - שרשור לבית פרטי (חישוב לפי חבילה)","","חומרים ואביזרי מיזוג פנימי לארגמן","שרשורים","","","3000","","68da4f7942eb394eefb9c23a","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","שרשור לפרויקט (חישוב לפי מטר)","הייסנס - שרשור לפרויקט (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","שרשורים","","","150","","68da4f7942eb394eefb9c23b","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צנרת נחושת 4-6 כ""ס  (חישוב לפי מטר)","הייסנס - צנרת נחושת 4-6 כ""ס  (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","צנרות","","","200","","68da4f7942eb394eefb9c241","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי תומך HYPER-LINK - E-HWM-25","אלקטרה - מאיידים עילי תומך HYPER-LINK - E-HWM-25","","יחידות פנים","מאיידים עיליים דור 3","9555","","2570","מאייד","68da4f7942eb394eefb9c246","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי תומך HYPER-LINK - E-HWM-50","אלקטרה - מאיידים עילי תומך HYPER-LINK - E-HWM-50","","יחידות פנים","מאיידים עיליים דור 3","19105","","3060","מאייד","68da4f7942eb394eefb9c249","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","קיט אוויר נקי","הייסנס - קיט אוויר נקי","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","299","","68da4f7942eb394eefb9c226","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","גריל סלוט (חישוב לפי יחידה)","הייסנס - גריל סלוט (חישוב לפי יחידה)","","חומרים ואביזרי מיזוג פנימי לארגמן","גרילים ומתאמים","","","1","","68da4f7942eb394eefb9c237","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צנרת נחושת 2.5-4 כ""ס  (חישוב לפי מטר)","הייסנס - צנרת נחושת 2.5-4 כ""ס  (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","צנרות","","","150","","68da4f7942eb394eefb9c240","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צנרת נחושת VRP קו ראשי צול ושמינית  (חישוב לפי מטר)","הייסנס - צנרת נחושת VRP קו ראשי צול ושמינית  (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","צנרות","","","280","","68da4f7942eb394eefb9c23e","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפוח – אוורור  (חישוב לפי יחידה)","הייסנס - מפוח – אוורור  (חישוב לפי יחידה)","","חומרים ואביזרי מיזוג פנימי לארגמן","מפוחים","","","1","","68da4f7942eb394eefb9c242","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי תומך HYPER-LINK - E-HWM-40","אלקטרה - מאיידים עילי תומך HYPER-LINK - E-HWM-40","","יחידות פנים","מאיידים עיליים דור 3","15355","","2950","מאייד","68da4f7942eb394eefb9c248","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","פילטר מאייד קסטה 60*60","הייסנס - פילטר מאייד קסטה 60*60","","אביזרים ומוצרים אופציונאלים","אביזרים שונים","","","99","","68da4f7942eb394eefb9c225","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","שסתום 3 דרך למשאבת חום","הייסנס - שסתום 3 דרך למשאבת חום","","יחידות חימום מים","משאבות חום","","","1950","","68da4f7942eb394eefb9c22f","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","בקר קירי למשאבת חום","הייסנס - בקר קירי למשאבת חום","","יחידות חימום מים","משאבות חום","","","649","","68da4f7942eb394eefb9c231","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי תומך HYPER-LINK - E-HWM-32","אלקטרה - מאיידים עילי תומך HYPER-LINK - E-HWM-32","","יחידות פנים","מאיידים עיליים דור 3","12283","","2750","מאייד","68da4f7942eb394eefb9c247","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צ'ילר מודולארי לקרור וחימום, מקורר אוויר מדחס Inverter 65Kv","הייסנס - צ'ילר מודולארי לקרור וחימום, מקורר אוויר מדחס Inverter 65Kv","","יחידות חימום מים","Chillers","","","93879","","68da4f7942eb394eefb9c232","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","צנרת נחושת VRP קו ראשי עד 7/8  (חישוב לפי מטר)","הייסנס - צנרת נחושת VRP קו ראשי עד 7/8  (חישוב לפי מטר)","","חומרים ואביזרי מיזוג פנימי לארגמן","צנרות","","","200","","68da4f7942eb394eefb9c23d","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מפוח – פינוי עשן  (חישוב לפי יחידה)","הייסנס - מפוח – פינוי עשן  (חישוב לפי יחידה)","","חומרים ואביזרי מיזוג פנימי לארגמן","מפוחים","","","1","","68da4f7942eb394eefb9c243","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","יום עבודה (9 שעות, 2 טכנאים)","הייסנס - יום עבודה (9 שעות, 2 טכנאים)","","חומרים ואביזרי מיזוג פנימי לארגמן","יום עבודה","","","3500","","68da4f7942eb394eefb9c245","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי - ELVIHWM9D-32","אלקטרה - מאיידים עילי - ELVIHWM9D-32","","יחידות פנים","מאיידים עיליים דור 2","12300","","2350","מאייד","68da4f7942eb394eefb9c24d","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"אלקטרה","מאיידים עילי תומך HYPER-LINK - E-HWM-71","אלקטרה - מאיידים עילי תומך HYPER-LINK - E-HWM-71","","יחידות פנים","מאיידים עיליים דור 3","27295","","3400","מאייד","68da4f7942eb394eefb9c24b","2025-09-29T09:20:57.460000","2025-09-29T09:20:57.460000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מאייד תקרתי נסתר לחץ סטטי נמוך AC 07K-BTU","הייסנס - מאייד תקרתי נסתר לחץ סטטי נמוך AC 07K-BTU","","יחידות פנים","מאייד נסתר לחץ נמוך","7500","","2471","מאייד","68da4f7942eb394eefb9c174","2025-09-29T09:20:57.459000","2025-09-29T09:20:57.459000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
"הייסנס","מאייד תקרתי נסתר DC לחץ סטאטי משתנה  24K-BTU","הייסנס - מאייד תקרתי נסתר DC לחץ סטאטי משתנה  24K-BTU","","יחידות פנים","מאייד נסתר DC לחץ סטאטי משתנה","24200","","3566","מאייד","68da4f7942eb394eefb9c186","2025-09-29T09:20:57.459000","2025-09-29T09:20:57.459000","68b3dec209adbcb52b0ebf8b","talya@talyaosher.com","false"
